"Bundesland";"Politische Gemeinde";"Lagerbezeichnung";"Lagerinsassen und Geschichte";"Lokalisierung";"Grundstücksnummern";"Koordinaten";"Literatur und Quellenangaben"
"Wien";"2. Bezirk";"Wien Blumauergasse 21";"Zwangsarbeiter. Zwangsarbeiterlager für russische und polnische Zwangsarbeiter";"KG Leopoldstadt, 01657. Blumauergasse 21";"921/1";"16,385224, 48,218423";"Lütgenau u. a. 2000a; Lütgenau u. a. 2000b; Lütgenau 2003, 167–186"
"Wien";"2. Bezirk";"Wien Castellezgasse 35";"Sammellager. Lager für zur Deportation vorgesehene Juden";"KG Leopoldstadt, 01657. Castellezgasse 35";"620/1";"16,381719, 48,223985";"Lappin-Eppel 2010"
"Wien";"2. Bezirk";"Wien Czerningasse 1";"Zwangsarbeiter. Zwangsarbeiterlager für griechische Zwangsarbeiter:innen";"KG Leopoldstadt, 01657. Czerningasse 1";"1229/1";"16,38504, 48,214659";"Lütgenau u. a. 2000a; Lütgenau u. a. 2000b; Lütgenau 2003, 167–186"
"Wien";"2. Bezirk";"Wien Czerningasse 7–9";"Zwangsarbeiter. Zwangsarbeiterlager";"KG Leopoldstadt, 01657. Czerningasse 7–9";"1226/1, 1226/2, 1226/3, 1226/4";"16,36281, 48,214465";"Vr-Strafakten, 1920–1937 der Landesgerichte für Strafsachen Wien I und Wien II. 2. Bezirk. Wien Dr.-Natterer-Gasse 2. Zwangsarbeiter. Zwangsarbeiterlager für griechische Zwangsarbeiter:innen. KG Leopoldstadt, 01657. Dr.-Natterer-Gasse 2. 2157/267. 16,421361, 48,212296. Lütgenau u. a. 2000a; Lütgenau u. a. 2000b; Lütgenau 2003, 167–186"
"Wien";"2. Bezirk";"Wien Engerthstraße 153";"Zwangsarbeiter. Zwangsarbeiterlager für tschechische Zwangsarbeiter";"KG Leopoldstadt, 01657. Engerthstraße 153";"2585/1";"16,398077, 48,229829";"Lütgenau u. a. 2000a; Lütgenau u. a. 2000b; Lütgenau 2003, 167–186"
"Wien";"2. Bezirk";"Wien Erzherzog-Karl-Platz 15";"Zwangsarbeiter. Zwangsarbeiterlager";"KG Leopoldstadt, 01657";"";"16,36281, 48,214465";"Hermann Rafetseder, Gesammeltes Material aus Versöhnungsfonds-Akten (Kopien)"
"Wien";"2. Bezirk";"Wien Große Pfarrgasse 7";"Zwangsarbeiter. Zwangsarbeiterlager für russische und italienische Zwangsarbeiter";"KG Leopoldstadt, 01657. Große Pfarrgasse 7";"352/1";"16,398077, 48,218873";"Lütgenau u. a. 2000a; Lütgenau u. a. 2000b; Lütgenau 2003, 167–186"
"Wien";"2. Bezirk";"Wien Hafenzufahrtsstraße 4";"Zwangsarbeiter. Zwangsarbeiterlager für russische und italienische Zwangsarbeiter";"KG Leopoldstadt, 01657. Hafenzufahrtsstraße 4";"2056/5, 2056/6";"16,445406, 48,196511";"Lütgenau u. a. 2000a; Lütgenau u. a. 2000b; Lütgenau 2003, 167–186"
"Wien";"2. Bezirk";"Wien Hafenzufahrtsstraße 12";"Zwangsarbeiter. Zwangsarbeiterlager für russische Zwangsarbeiter:innen";"KG Leopoldstadt, 01657. Hafenzufahrtsstraße 12";"";"";"Lütgenau u. a. 2000a; Lütgenau u. a. 2000b; Lütgenau 2003, 167–186"
"Wien";"2. Bezirk";"Wien Hafenzufahrtsstraße 130";"Zwangsarbeiter. Zwangsarbeiterlager für italienische Zwangsarbeiter:innen";"KG Leopoldstadt, 01657. Hafenzufahrtsstraße";"";"";"Lütgenau u. a. 2000a; Lütgenau u. a. 2000b; Lütgenau 2003, 167–186"
"Wien";"2. Bezirk";"Wien Hafenzufahrtsstraße 431";"Zwangsarbeiter. Zwangsarbeiterlager für polnische Zwangsarbeiter";"KG Leopoldstadt, 01657. Hafenzufahrtstraße";"";"";"Lütgenau u. a. 2000a; Lütgenau u. a. 2000b; Lütgenau 2003, 167–186"
"Wien";"2. Bezirk";"Wien Hafenzufahrtsstraße 433";"Zwangsarbeiter. Zwangsarbeiterlager für italienische Zwangsarbeiter";"KG Leopoldstadt, 01657. Hafenzufahrtstraße";"";"";"Lütgenau u. a. 2000a; Lütgenau u. a. 2000b; Lütgenau 2003, 167–186"
"Wien";"2. Bezirk";"Wien Handelskai 132";"Zwangsarbeiter. Zwangsarbeiterlager für polnische Zwangsarbeiter";"KG Leopoldstadt, 01657. Handelskai 132";"2625/14, 2625/18, 2625/24";"16,395479, 48,232811";"Lütgenau u. a. 2000a; Lütgenau u. a. 2000b; Lütgenau 2003, 167–186"
"Wien";"2. Bezirk";"Wien Handelskai 134";"Zwangsarbeiter. Zwangsarbeiterlager für russische Zwangsarbeiter:innen, Arbeit in Maschinen- und Armaturenfabrik";"KG Leopoldstadt, 01657. Handelskai 134";"2580/4";"16,396622, 48,231898";"Lütgenau u. a. 2000a; Lütgenau u. a. 2000b; Lütgenau 2003, 167–186"
"Wien";"2. Bezirk";"Wien Handelskai 136";"Zwangsarbeiter. Zwangsarbeiterlager für russische Zwangsarbeiter:innen";"KG Leopoldstadt, 01657. Handelskai 136";"2580/1";"16,397145, 48,231352";"Lütgenau u. a. 2000a; Lütgenau u. a. 2000b; Lütgenau 2003, 167–186"
"Wien";"2. Bezirk";"Wien Handelskai 138";"Zwangsarbeiter. Zwangsarbeiterlager für russische und griechische Zwangsarbeiter:innen";"KG Leopoldstadt, 01657. Handelskai 138";"2585/1";"";"Lütgenau u. a. 2000a; Lütgenau u. a. 2000b; Lütgenau 2003, 167–186"
"Wien";"2. Bezirk";"Wien Handelskai 269";"Zwangsarbeiter. Zwangsarbeiterlager für russische Zwangsarbeiter:innen, Arbeit für Kühlhaus AG";"KG Leopoldstadt, 01657. Handelskai 269";"5080, 5083/10";"16,421607, 48,214022";"Lütgenau u. a. 2000a; Lütgenau u. a. 2000b; Lütgenau 2003, 167–186"
"Wien";"2. Bezirk";"Wien Handelskai, „Ausländerlager der DDSG“";"Zwangsarbeiter. Zwangsarbeiterlager für russische und griechische Zwangsarbeiter:innen, für DDSG (Donaudampfschifffahrtsgesellschaft)";"KG Leopoldstadt, 01657. Handelskai 154–166";"2593/14 (Nordwesten)";"16,40129, 48,227927";"Lütgenau u. a. 2000a; Lütgenau u. a. 2000b; Lütgenau 2003, 167–186; Eichelberger 2019; Akten des WStLA, Magistratsabt. M, Abt. 236, Sig. 1.3.2.236.A24, G4-806/44, Magistratsabt. M, Abt. 209, Wilhelminenspital A1 – Direktionsakten, Liste Dr. Rigele; Luftbilder: NCAP Sortie: 60PR/178, Contact 4076-4078 (1. 2. 1944)"
"Wien";"2. Bezirk";"Wien Handelskai, Gemeinschaftslager der DDSG";"Zwangsarbeiter. Zwangsarbeiterlager für russische Zwangsarbeiter:innen";"KG Leopoldstadt, 01657. Handelskai 286–294";"2236/98";"16,418836, 48,213893";"Lütgenau u. a. 2000a; Lütgenau u. a. 2000b; Lütgenau 2003, 167–186; Eichelberger 2019; Akten des WStLA, Magistratsabt. M, Abt. 236, Sig. 1.3.2.236.A24, G4-806/44, Magistratsabt. M, Abt. 209, Wilhelminenspital A1 – Direktionsakten, Liste Dr. Rigele; WStLA, Pläne der Schriftenkammer P10_3_K_120432"
"Wien";"2. Bezirk";"Wien Handelskai";"Zwangsarbeiter. Zwangsarbeiterlager für polnische Zwangsarbeiter";"KG Leopoldstadt, 01657. Handelskai";"";"";"Lütgenau u. a. 2000a; Lütgenau u. a. 2000b; Lütgenau 2003, 167–186"
"Wien";"2. Bezirk";"Wien Hofenedergasse";"Zwangsarbeiter. Zwangsarbeiterlager für tschechische Zwangsarbeiter";"KG Leopoldstadt, 01657. Hofenedergasse";"";"";"Lütgenau u. a. 2000a; Lütgenau u. a. 2000b; Lütgenau 2003, 167–186"
"Wien";"2. Bezirk";"Wien Hollandstraße 2";"Zwangsarbeiter. Zwangsarbeiterlager für niederländische Zwangsarbeiter";"KG Leopoldstadt, 01657. Hollandstraße 2";"";"";"Lütgenau u. a. 2000a; Lütgenau u. a. 2000b; Lütgenau 2003, 167–186"
"Wien";"2. Bezirk";"Wien Hollandstraße 12/3A";"Zwangsarbeiter. Zwangsarbeiterlager für griechische Zwangsarbeiter";"KG Leopoldstadt, 01657. Hollandstraße 12/3A";"92/3";"16,377212, 48,215811";"Lütgenau u. a. 2000a; Lütgenau u. a. 2000b; Lütgenau 2003, 167–186"
"Wien";"2. Bezirk";"Wien Karmelitergasse 6";"Zwangsarbeiter. Zwangsarbeiterlager für russische Zwangsarbeiter";"KG Leopoldstadt, 01657. Karmelitergasse 6";"45";"16,378968, 48,216346";"Lütgenau u. a. 2000a; Lütgenau u. a. 2000b; Lütgenau 2003, 167–186"
"Wien";"2. Bezirk";"Wien Karmelitergasse 11";"Zwangsarbeiter. Zwangsarbeiterlager für griechische Zwangsarbeiter";"KG Leopoldstadt, 01657. Karmelitergasse 11";"63";"16,380114, 48,21656";"Lütgenau u. a. 2000a; Lütgenau u. a. 2000b; Lütgenau 2003, 167–186"
"Wien";"2. Bezirk";"Wien Kleine Sperlgasse 2A";"Deportierte Juden. Sammellager für zur Deportation vorgesehene Juden";"KG Leopoldstadt, 01657. Kleine Sperlgasse 2A";"92/8";"16,377343, 48,21536";"Hecht u. a. 2015"
"Wien";"2. Bezirk";"Wien Lager 10, Große Zufahrtsstraße 135";"Zwangsarbeiter. Zwangsarbeiterlager für russische Zwangsarbeiter:innen";"KG Leopoldstadt, 01657";"";"";"Lütgenau u. a. 2000a; Lütgenau u. a. 2000b; Lütgenau 2003, 167–186"
"Wien";"2. Bezirk";"Wien Leopoldstadt (Siller und Sohn)";"Zwangsarbeiter. Zwangsarbeiterlager für ungarische Juden. Arbeit bei Siller und Sohn, Hafenzufahrtstraße";"KG Leopoldstadt, 01657. Prater Spitz. Lappin-Eppel 2010";"";"";""
"Wien";"2. Bezirk";"Wien Leopoldstadt Ferdinandstraße 23";"Zwangsarbeiter. Zwangsarbeiterlager für ungarische Juden";"KG Leopoldstadt, 01657. Ferdinandstraße 23";"1146/1";"16,385378, 48,213569";"Lappin-Eppel 2010"
"Wien";"2. Bezirk";"Wien Leopoldstadt Mohapelgasse 5";"Zwangsarbeiter. Zwangsarbeiterlager für ungarische Juden";"KG Leopoldstadt, 01657. Heute Tempelgasse 5. Lappin-Eppel 2010";"";"";""
"Wien";"2. Bezirk";"Wien Malzgasse 7";"Jüdische Auswanderer. Sammellager der Zentralstelle für jüdische Auswanderung";"KG Leopoldstadt, 01657. Malzgasse 7";"379/11";"16,376274, 48,220492";"Lappin-Eppel 2010; Hecht u. a. 2015"
"Wien";"2. Bezirk";"Wien Malzgasse 16";"Deportierte Juden. Sammellager für zur Deportation nach Theresienstadt vorgesehene Juden";"KG Leopoldstadt, 01657. Malzgasse 16";"334/4";"16,376904, 48,220465";"Lappin-Eppel 2010; Hecht u. a. 2015"
"Wien";"2. Bezirk";"Wien Mühlfeldgasse 12";"Zwangsarbeiter. Zwangsarbeiterlager für griechische Zwangsarbeiter";"KG Leopoldstadt, 01657. Mühlfeldgasse 12";"706/2";"16,388465, 48,220605";"Lütgenau u. a. 2000a; Lütgenau u. a. 2000b; Lütgenau 2003, 167–186"
"Wien";"2. Bezirk";"Wien Nordbahnstraße 1–3";"Zwangsarbeiter. Zwangsarbeiterlager für russische Zwangsarbeiter:innen";"KG Leopoldstadt, 01657. Nordbahnstraße 1–3";"1502/54";"16,390191, 48,225397";"Lütgenau u. a. 2000a; Lütgenau u. a. 2000b; Lütgenau 2003, 167–186"
"Wien";"2. Bezirk";"Wien Nordportalstraße 156 (= Arbeiterlager Nr";"III). Zwangsarbeiter. Zwangsarbeiterlager für Siemens Schuckert Werke, Arbeiterlager Nr. III";"KG Leopoldstadt, 01657. Nordportalstraße 156";"";"";"Lütgenau u. a. 2000a; Lütgenau u. a. 2000b; Lütgenau 2003, 167–186"
"Wien";"2. Bezirk";"Wien Nordwestbahnstraße 53";"Zwangsarbeiter. Zwangsarbeiterlager für Firma Gebrüder Weiss";"KG Leopoldstadt, 01657. Nordwestbahnstraße 53";"3212/1";"16,378855, 48,230345";"Lütgenau u. a. 2000a; Lütgenau u. a. 2000b; Lütgenau 2003, 167–186"
"Wien";"2. Bezirk";"Wien Obere Augartenstraße 1";"Zwangsarbeiter. Zwangsarbeiterlager für russische Zwangsarbeiter:innen, Arbeit bei Gartenverwaltung Schönbrunn";"KG Leopoldstadt, 01657. Obere Augartenstraße 1";"";"";"Lütgenau u. a. 2000a; Lütgenau u. a. 2000b; Lütgenau 2003, 167–186"
"Wien";"2. Bezirk";"Wien Obere Augartenstraße 56 (456?) DAF Lager";"Zwangsarbeiter. Zwangsarbeiterlager für griechische und jugoslawische Zwangsarbeiter:innen";"KG Leopoldstadt, 01657. Obere Augartenstraße 56";"327";"16,378424, 48,22033";"Lütgenau u. a. 2000a; Lütgenau u. a. 2000b; Lütgenau 2003, 167–186"
"Wien";"2. Bezirk";"Wien Pazmanitengasse 28/29";"Zwangsarbeiter. Zwangsarbeiterlager für italienische Zwangsarbeiter";"KG Leopoldstadt, 01657. Pazmanitengasse 28/29";"664/4";"16,386392, 48,224319";"Lütgenau u. a. 2000a; Lütgenau u. a. 2000b; Lütgenau 2003, 167–186"
"Wien";"2. Bezirk";"Wien Prater „Alpendorf“";"Zwangsarbeiter. Zwangsarbeiterlager für russische Zwangsarbeiter:innen";"KG Leopoldstadt, 01657. Prater 71 B";"4015";"16,402071, 48,215429";"Lütgenau u. a. 2000a; Lütgenau u. a. 2000b; Lütgenau 2003, 167–186"
"Wien";"2. Bezirk";"Wien Prater „Lager 199“";"Zwangsarbeiter. Zwangsarbeiterlager für türkische Zwangsarbeiter";"KG Leopoldstadt, 01657. Prater";"";"";"Lütgenau u. a. 2000a; Lütgenau u. a. 2000b; Lütgenau 2003, 167–186"
"Wien";"2. Bezirk";"Wien Prater „Nordpol“";"Zwangsarbeiter. Zwangsarbeiterlager für russische Zwangsarbeiter:innen";"KG Leopoldstadt, 01657. Prater";"";"";"Lütgenau u. a. 2000a; Lütgenau u. a. 2000b; Lütgenau 2003, 167–186"
"Wien";"2. Bezirk";"Wien Prater 135";"Zwangsarbeiter. Zwangsarbeiterlager für polnische Zwangsarbeiter";"KG Leopoldstadt, 01657. Prater";"1741/2, 1741/1";"16,404833, 48,213328";"Lütgenau u. a. 2000a; Lütgenau u. a. 2000b; Lütgenau 2003, 167–186"
"Wien";"2. Bezirk";"Wien Pratergasthaus Raty";"Zwangsarbeiter. Zwangsarbeiterlager für polnische Zwangsarbeiter";"KG Leopoldstadt, 01657. Prater";"";"";"Lütgenau u. a. 2000a; Lütgenau u. a. 2000b; Lütgenau 2003, 167–186"
"Wien";"2. Bezirk";"Wien Praterspitz";"Zwangsarbeiter. Zwangsarbeiterlager für russische Zwangsarbeiter";"KG Leopoldstadt, 01657. Prater";"";"";"Lütgenau u. a. 2000a; Lütgenau u. a. 2000b; Lütgenau 2003, 167–186"
"Wien";"2. Bezirk";"Wien Praterstraße 25";"Zwangsarbeiter. Zwangsarbeiterlager für polnische Zwangsarbeiter";"KG Leopoldstadt, 01657. Prater";"";"";"Lütgenau u. a. 2000a; Lütgenau u. a. 2000b; Lütgenau 2003, 167–186"
"Wien";"2. Bezirk";"Wien Reichsbrückenstraße (= Lassallestraße)";"Zwangsarbeiter. Zwangsarbeiterlager für russische Zwangsarbeiter";"KG Leopoldstadt, 01657. Heute Lassallestraße";"";"";"Lütgenau u. a. 2000a; Lütgenau u. a. 2000b; Lütgenau 2003, 167–186"
"Wien";"2. Bezirk";"Wien Rembrandtstraße 8 (= Lager 2)";"Zwangsarbeiter. Lager";"KG Leopoldstadt, 01657. Rembrandtstraße 8";"510/4";"16,370808, 48,220766";"Wiener Stadt- und Landesarchiv, Landesgericht für Strafsachen, A11- Vr-Strafsachen"
"Wien";"2. Bezirk";"Wien Rotensterngasse 3";"Zwangsarbeiter. Zwangsarbeiterlager für italienische und jugoslawische Zwangsarbeiter";"KG Leopoldstadt, 01657. Rotensterngasse 3";"783";"16,381409, 48,21805";"Lütgenau u. a. 2000a; Lütgenau u. a. 2000b; Lütgenau 2003, 167–186"
"Wien";"2. Bezirk";"Wien Schleuse 2";"Zwangsarbeiter. Zwangsarbeiterlager für italienische Zwangsarbeiter";"KG Leopoldstadt, 01657. Vermutlich im Bereich der Freudenauer Schleuse";"";"";"Lütgenau u. a. 2000a; Lütgenau u. a. 2000b; Lütgenau 2003, 167–186"
"Wien";"2. Bezirk";"Wien Schönererstraße 26";"Zwangsarbeiter. Zwangsarbeiterlager für russische Zwangsarbeiter:innen";"KG Leopoldstadt, 01657. Heute Heinestraße";"719/1";"16,386328, 48,219902";"Lütgenau u. a. 2000a; Lütgenau u. a. 2000b; Lütgenau 2003, 167–186"
"Wien";"2. Bezirk";"Wien Schönererstraße 42";"Zwangsarbeiter. Zwangsarbeiterlager für russische und griechische Zwangsarbeiter:innen";"KG Leopoldstadt, 01657. Heute Heinestraße";"";"16,389831, 48,218072";"Lütgenau u. a. 2000a; Lütgenau u. a. 2000b; Lütgenau 2003, 167–186"
"Wien";"2. Bezirk";"Wien Straße des 1";"Mai 55. Zwangsarbeiter. Lager der Deutschen Reichspost für polnische Zwangsarbeiter. Pratergelände";"KG Leopoldstadt, 01657. Straße des Ersten Mai 55";"4015";"16,400327, 48,214816";"Lütgenau u. a. 2000a; Lütgenau u. a. 2000b; Lütgenau 2003, 167–186"
"Wien";"2. Bezirk";"Wien Taborstraße 63A – Augarten";"Zwangsarbeiter. Zwangsarbeiterlager für russische Zwangsarbeiter";"KG Leopoldstadt, 01657. Taborstraße 63";"614";"16,382087, 48,222199";"Lütgenau u. a. 2000a; Lütgenau u. a. 2000b; Lütgenau 2003, 167–186"
"Wien";"2. Bezirk";"Wien Wachaustraße 23";"Zwangsarbeiter. Zwangsarbeiterlager für spanische Zwangsarbeiter";"KG Leopoldstadt, 01657. Wachaustraße 23";"2071";"16,405564, 48,22207";"Lütgenau u. a. 2000a; Lütgenau u. a. 2000b; Lütgenau 2003, 167–186"
"Wien";"2. Bezirk";"Wien Weintraubengasse 11";"Zwangsarbeiter. Zwangsarbeiterlager für griechische Zwangsarbeiter";"KG Leopoldstadt, 01657. Weintraubengasse 11";"1015";"16,384775, 48,215851";"Lütgenau u. a. 2000a; Lütgenau u. a. 2000b; Lütgenau 2003, 167–186"
"Wien";"2. Bezirk";"Wien Zirkusgasse 40";"Zwangsarbeiter. Zwangsarbeiterlager für russische und jugoslawische Zwangsarbeiter, im Keller einer Zeltfabrik";"KG Leopoldstadt, 01657. Zirkusgasse 40";"892/1";"16,385602, 48,21203";"Lütgenau u. a. 2000a; Lütgenau u. a. 2000b; Lütgenau 2003, 167–186. 2. Bezirk. Wien, Straße des 1. Mai 124. Zwangsarbeiter. Zwangsarbeiterlager für russische und polnische Zwangsarbeiter, Gemeinde Wien. KG Leopoldstadt, 01657. Straße des Ersten Mai 124. 4015. 16,4034417, 48,214228. Wiener Stadt- und Landesarchiv, Landesgericht für Strafsachen, A11-Vr-Strafsachen"
"Wien";"3. Bezirk";"Wien Apostelgasse 12";"Zwangsarbeiter. Zwangsarbeiterlager für russische und italienische Zwangsarbeiter, INHA-Lager der Handwerksförderungsgesellschaft";"KG Landstraße, 01006. Apostelgasse 12";"1953/1";"16,3973, 48,199995";"Lütgenau u. a. 2000a; Lütgenau u. a. 2000b; Lütgenau 2003, 167–186"
"Wien";"3. Bezirk";"Wien Arsenal Donau";"Zwangsarbeiter. Zwangsarbeiterlager für griechische und italienische Zwangsarbeiter";"KG Landstraße, 01006. Arsenal";"";"";"Lütgenau u. a. 2000a; Lütgenau u. a. 2000b; Lütgenau 2003, 167–186"
"Wien";"3. Bezirk";"Wien Arsenal Objekt 31";"Zwangsarbeiter. Zwangsarbeiterlager für tschechische Zwangsarbeiter";"KG Landstraße, 01006. Arsenal Objekt 31";"";"";"Lütgenau u. a. 2000a; Lütgenau u. a. 2000b; Lütgenau 2003, 167–186"
"Wien";"3. Bezirk";"Wien Arsenal Tor 12";"Zwangsarbeiter. Zwangsarbeiterlager für polnische und ukrainische Zwangsarbeiter, Arbeit bei Firma Ostmark Werke";"KG Landstraße, 01006. Arsenal";"";"";"Lütgenau u. a. 2000a; Lütgenau u. a. 2000b; Lütgenau 2003, 167–186"
"Wien";"3. Bezirk";"Wien Arsenal";"Zwangsarbeiter. Lager, Flüchtlingslager";"KG Landstraße, 01006. Arsenal";"";"";"Lütgenau u. a. 2000a; Lütgenau u. a. 2000b; Lütgenau 2003, 167–186"
"Wien";"3. Bezirk";"Wien Arsenal";"Zwangsarbeiter. Zwangsarbeiterlager für russische Zwangsarbeiter:innen";"KG Landstraße, 01006. Arsenal";"";"";"Lütgenau u. a. 2000a; Lütgenau u. a. 2000b; Lütgenau 2003, 167–186"
"Wien";"3. Bezirk";"Wien Aspangstraße 2";"Zwangsarbeiter. Zwangsarbeiterlager";"KG Landstraße, 01006. Aspangstraße 2, Bahnhof";"1241/14";"16,392547, 48,19159";"Lütgenau u. a. 2000a; Lütgenau u. a. 2000b; Lütgenau 2003, 167–186"
"Wien";"3. Bezirk";"Wien Bahnstraße 1";"Flüchtlinge. Lager für tschechische Flüchtlinge";"KG Landstraße, 01006";"";"16,218089, 48,209547";"Lütgenau u. a. 2000a; Lütgenau u. a. 2000b; Lütgenau 2003, 167–186"
"Wien";"3. Bezirk";"Wien Dianagasse 6";"Zwangsarbeiter. Lager der Gemeinde Wien für russische Zwangsarbeiter";"KG Landstraße, 01006. Dianagasse 6";"196";"16,391667, 48,210474";"Lütgenau u. a. 2000a; Lütgenau u. a. 2000b; Lütgenau 2003, 167–186"
"Wien";"3. Bezirk";"Wien Dietrichgasse 2";"Zwangsarbeiter. Lager der Firma Persil, jugoslawische Zwangsarbeiter";"KG Landstraße, 01006. Dietrichgasse";"";"";"Lütgenau u. a. 2000a; Lütgenau u. a. 2000b; Lütgenau 2003, 167–186"
"Wien";"3. Bezirk";"Wien Dietrichgasse 29";"Zwangsarbeiter. Zwangsarbeiterlager für italienische Zwangsarbeiter";"KG Landstraße, 01006. Dietrichgasse 29";"3092";"16,40293, 48,199955";"Lütgenau u. a. 2000a; Lütgenau u. a. 2000b; Lütgenau 2003, 167–186"
"Wien";"3. Bezirk";"Wien Dietrichgasse 35–37";"Zwangsarbeiter. Zwangsarbeiterlager für jugoslawische Zwangsarbeiter";"KG Landstraße, 01006. Dietrichgasse 35–37";"2214";"16,404116, 48,199264";"Lütgenau u. a. 2000a; Lütgenau u. a. 2000b; Lütgenau 2003, 167–186"
"Wien";"3. Bezirk";"Wien Erdbergstraße 58";"Zwangsarbeiter. Zwangsarbeiterlager für griechische und italienische Zwangsarbeiter";"KG Landstraße, 01006. Erdbergstraße 58";"1953/1";"16,396603, 48,200203";"Lütgenau u. a. 2000a; Lütgenau u. a. 2000b; Lütgenau 2003, 167–186"
"Wien";"3. Bezirk";"Wien Eslarngasse";"Zwangsarbeiter. Zwangsarbeiterlager für russische Zwangsarbeiter";"KG Landstraße, 01006. Eslarngasse";"";"";"Lütgenau u. a. 2000a; Lütgenau u. a. 2000b; Lütgenau 2003, 167–186"
"Wien";"3. Bezirk";"Wien Fasangasse";"Zwangsarbeiter. Zwangsarbeiterlager für griechische Zwangsarbeiter";"KG Landstraße, 01006. Fasangasse";"";"";"Lütgenau u. a. 2000a; Lütgenau u. a. 2000b; Lütgenau 2003, 167–186"
"Wien";"3. Bezirk";"Wien Gänsbachergasse 3";"Deportierte Juden. Sammellager, Durchgangslager. 1939–1940 Sammellager für zur Deportation vorgesehene Juden, 1944 Sammel- und Durchgangslager für ungarisch-jüdische Zwangsarbeiter";"KG Landstraße, 01006. Gänsbachergasse 3";"";"";"Moser 1992, 71–75; Lappin-Eppel 2010; Moser 2012"
"Wien";"3. Bezirk";"Wien Gänsbachergasse 3";"Zwangsarbeiter. Zwangsarbeiterlager für italienische, tschechische und polnische Zwangsarbeiter, Asyl für Zivilinternierte";"KG Landstraße, 01006. Gänsbachergasse 3";"";"";"Lütgenau u. a. 2000a; Lütgenau u. a. 2000b; Lütgenau 2003, 167–186"
"Wien";"3. Bezirk";"Wien Gänsbachergasse 5";"Zwangsarbeiter. Zwangsarbeiterlager für polnische Zwangsarbeiter";"KG Landstraße, 01006. Gänsbachergasse 5";"";"";"Lütgenau u. a. 2000a; Lütgenau u. a. 2000b; Lütgenau 2003, 167–186"
"Wien";"3. Bezirk";"Wien Hetzgasse";"Zwangsarbeiter. Zwangsarbeiterlager für russische Zwangsarbeiter";"KG Landstraße, 01006. Hetzgasse 3";"75/1";"16,387447, 48,209973";"Lütgenau u. a. 2000a; Lütgenau u. a. 2000b; Lütgenau 2003, 167–186"
"Wien";"3. Bezirk";"Wien Juchgasse";"Zwangsarbeiter. Zwangsarbeiterlager für griechische Zwangsarbeiter";"KG Landstraße, 01006. Juchgasse 5";"665/2";"16,39526, 48,196442";"Lütgenau u. a. 2000a; Lütgenau u. a. 2000b; Lütgenau 2003, 167–186"
"Wien";"3. Bezirk";"Wien Kardinal-Nagl-Platz";"Zwangsarbeiter. Lager der Bauunion, Baracke für Zwangsarbeiter";"KG Landstraße, 01006. Kardinal-Nagl-Platz";"1766/1, 1766/2";"16,40144, 48,197403";"Rafetseder 2017"
"Wien";"3. Bezirk";"Wien Kolonitzgasse 2A";"Flüchtlinge. Flüchtlingslager. Tschechen";"KG Landstraße, 01006. Kolonitzgasse 2A";"74/2";"16,387603, 48,210198";"Lütgenau u. a. 2000a; Lütgenau u. a. 2000b; Lütgenau 2003, 167–186"
"Wien";"3. Bezirk";"Wien Kolonitzgasse 2A";"Zwangsarbeiter. Zwangsarbeiterlager für polnische Zwangsarbeiter";"KG Landstraße, 01006. Kolonitzgasse 2A";"74/2";"16,387603, 48,210198";"Lütgenau u. a. 2000a; Lütgenau u. a. 2000b; Lütgenau 2003, 167–186"
"Wien";"3. Bezirk";"Wien Landstraßer Gürtel 29/3";"Zwangsarbeiter. Zwangsarbeiterlager für russische Zwangsarbeiter:innen";"KG Landstraße, 01006. Landstraßer Gürtel 29/3";"1126/26";"16,387919, 48,188502";"Lütgenau u. a. 2000a; Lütgenau u. a. 2000b; Lütgenau 2003, 167–186"
"Wien";"3. Bezirk";"Wien Landstraßer Hauptstraße 4";"Zwangsarbeiter. Zwangsarbeiterlager für russische Zwangsarbeiterinnen, Siemens";"KG Landstraße, 01006. Landstraßer Hauptstraße 4";"423/1";"16,386049, 48,205415";"Lütgenau u. a. 2000a; Lütgenau u. a. 2000b; Lütgenau 2003, 167–186"
"Wien";"3. Bezirk";"Wien Landstraßer Hauptstraße 70";"Zwangsarbeiter. Zwangsarbeiterlager für griechische Zwangsarbeiter";"KG Landstraße, 01006. Landstraßer Hauptstraße 70";"738/1";"16,391831, 48,201314";"Lütgenau u. a. 2000a; Lütgenau u. a. 2000b; Lütgenau 2003, 167–186"
"Wien";"3. Bezirk";"Wien Landstraßer Hauptstraße 161";"Zwangsarbeiter. Zwangsarbeiterlager für russische Zwangsarbeiter";"KG Landstraße, 01006. Landstraßer Hauptstraße 161";"1434/1";"16,400263, 48,191705";"Lütgenau u. a. 2000a; Lütgenau u. a. 2000b; Lütgenau 2003, 167–186"
"Wien";"3. Bezirk";"Wien Landstraßer Hauptstraße 173";"Zwangsarbeiter. Gemeinschaftslager St. Marx, Firma Siemens";"KG Landstraße, 01006. Landstraßer Hauptstraße 173";"1451/12";"16,400288, 48,189177";"Lütgenau u. a. 2000a; Lütgenau u. a. 2000b; Lütgenau 2003, 167–186"
